time,precipitation,precipitation_probability,temperature_2m
2025-12-11T03:00:00.000Z,0,0,6.356499671936035
2025-12-11T04:00:00.000Z,0,0,5.9564995765686035
2025-12-11T05:00:00.000Z,0,0,5.106499671936035
2025-12-11T06:00:00.000Z,0,0,4.2064995765686035
2025-12-11T07:00:00.000Z,0,0,3.7065000534057617
2025-12-11T08:00:00.000Z,0,0,4.856499671936035
2025-12-11T09:00:00.000Z,0,0,6.4564995765686035
2025-12-11T10:00:00.000Z,0,0,8.156499862670898
2025-12-11T11:00:00.000Z,0,0,9.856500625610352
2025-12-11T12:00:00.000Z,0,0,11.056500434875488
2025-12-11T13:00:00.000Z,0,0,12.256500244140625
2025-12-11T14:00:00.000Z,0,0,12.906499862670898
2025-12-11T15:00:00.000Z,0,0,12.906499862670898
2025-12-11T16:00:00.000Z,0,0,12.006500244140625
2025-12-11T17:00:00.000Z,0,0,9.106500625610352
2025-12-11T18:00:00.000Z,0,0,7.05649995803833
2025-12-11T19:00:00.000Z,0,0,5.80649995803833
2025-12-11T20:00:00.000Z,0,0,5.2064995765686035
2025-12-11T21:00:00.000Z,0,0,4.256499767303467
2025-12-11T22:00:00.000Z,0,0,3.8564999103546143
2025-12-11T23:00:00.000Z,0,0,2.9065001010894775
2025-12-12T00:00:00.000Z,0,0,2.80649995803833
2025-12-12T01:00:00.000Z,0,0,2.506500005722046
2025-12-12T02:00:00.000Z,0,0,2.2065000534057617
2025-12-12T03:00:00.000Z,0,0,1.55649995803833
2025-12-12T04:00:00.000Z,0,0,1.656499981880188
2025-12-12T05:00:00.000Z,0,0,1.6065000295639038
2025-12-12T06:00:00.000Z,0,0,1.9565000534057617
2025-12-12T07:00:00.000Z,0,0,1.6065000295639038
2025-12-12T08:00:00.000Z,0,0,4.356499671936035
2025-12-12T09:00:00.000Z,0,0,9.206500053405762
2025-12-12T10:00:00.000Z,0,0,13.106500625610352
2025-12-12T11:00:00.000Z,0,0,15.706500053405762
2025-12-12T12:00:00.000Z,0,0,16.806499481201172
