"Start Date:01/14/2026 12:00 AM End Date:01/23/2026 12:00 AM","","","","","","","","","","",""
"DATE","Vehicle ID","Number","Route","Station","ARRIVAL","DEPARTURE","Dwell (sec)","APC Boardings","APC Alightings","EPC Boardings","EPC Alightings"
"2026-01-21","21-154","19:20:00-27108","South Auburn","Eagle's Landing 2nd Stop","19:32:42","19:32:42","0","0","0","0","0"
"2026-01-21","21-141","19:20:00-27046","North Ross","Gazebo Apartments","19:32:43","19:32:54","11","0","1","0","0"
"2026-01-21","21-114","19:20:00-27037","North College","Martin Ave & North Gay St","19:33:11","19:33:33","22","0","1","0","0"
"2026-01-21","21-132","19:20:00-27029","Glenn-Harper","Ross St &  Harper Ave / Regency Square Apartments","19:33:15","19:34:02","47","0","0","0","0"
"2026-01-21","21-141","19:20:00-27046","North Ross","North Ross St & Mary Ln","19:33:16","19:33:35","19","0","0","0","0"
"2026-01-21","jAUnt 8","27197-0121_A1","jAUnt","jAUnt Stop 2","19:33:17","19:33:56","39","0","0","0","0"
"2026-01-21","21-106","19:20:00-27062","South Donahue","The Mill","19:33:44","19:40:07","383","0","7","0","0"
"2026-01-21","21-140","19:20:00-31","Magnolia","160 Ross","19:33:49","19:40:06","377","1","6","0","0"
"2026-01-21","21-141","19:20:00-27046","North Ross","Mary Ln & Harris Ave","19:33:55","19:36:40","165","0","1","0","0"
"2026-01-21","21-151","19:20:00-27050","Park & Ride","Lem Morrison Drive (New Frat Row)","19:33:56","19:34:14","18","0","0","0","0"
"2026-01-21","21-159","19:20:00-27071","Webster Road","Webster Crossing","19:34:09","19:34:40","31","0","0","0","0"
"2026-01-21","21-132","19:20:00-27029","Glenn-Harper","Harper Ave & Cook St / Deerfield Condominiums","19:34:14","19:34:54","40","0","1","0","0"
"2026-01-21","21-131","19:25:00-27022","College Loop","AU Federal Credit Union","19:34:21","19:34:55","34","0","0","0","0"
"2026-01-21","21-133","19:30:00-6","West Glenn","Eagles West Apartments ","19:34:36","19:35:11","35","0","2","0","0"
"2026-01-21","21-148","19:10:00-27163","North Dean - PM (after 11 am)","North Dean & Drew Ln","19:35:13","19:35:28","15","0","0","0","0"
"2026-01-21","21-163","19:30:00-27052","Samford-Shug Jordan","KA Stop","19:35:15","19:35:51","36","0","0","0","0"
"2026-01-21","21-114","19:20:00-27037","North College","Tullahoma Dr at Shelton Mill Rd","19:35:23","19:35:47","24","0","0","0","0"
"2026-01-21","21-167","19:25:00-114","Wire Road","Greene Hall","19:35:23","19:35:43","20","0","0","0","0"
"2026-01-21","21-133","19:30:00-6","West Glenn","Edge West Apartments ","19:35:25","19:36:03","38","0","0","0","0"
"2026-01-21","21-132","19:20:00-27029","Glenn-Harper","Highland Condominiums","19:35:29","19:36:04","35","0","0","0","0"
"2026-01-21","21-160","19:25:00-27026","East Glenn ","East Glenn Administrative Support Building / HR","19:35:39","19:40:04","265","0","1","0","0"
"2026-01-21","21-138","19:35:00-27032","Haley West","Student Center Haley Center Pavillion","19:35:53","19:36:55","62","2","0","0","0"
"2026-01-21","21-158","19:25:00-27058","South College","Savannah Sq & Williamsburg Pl","19:36:13","19:41:12","299","0","1","0","0"
"2026-01-21","21-167","19:25:00-114","Wire Road","Crossland Downs & Large Animal Teaching Hospital","19:36:14","19:36:36","22","0","0","0","0"
"2026-01-21","21-133","19:30:00-6","West Glenn","Hemlock at W. Magnolia","19:36:21","19:36:51","30","0","0","0","0"
"2026-01-21","jAUnt 1","27142-0121_A1","jAUnt","jAUnt Stop 2","19:36:36","19:36:36","0","0","0","0","0"
"2026-01-21","21-132","19:20:00-27029","Glenn-Harper","Deerwood Apartments","19:36:42","19:37:13","31","0","0","0","0"
"2026-01-21","21-151","19:20:00-27050","Park & Ride","Extension Loop","19:36:45","19:37:05","20","0","0","0","0"
"2026-01-21","21-131","19:25:00-27022","College Loop","The Beacon","19:36:57","19:36:57","0","0","0","0","0"
"2026-01-21","21-139","19:25:00-27035","North Auburn","Aspen Heights Ln","19:37:02","19:40:19","197","1","3","0","0"
"2026-01-21","21-133","19:30:00-6","West Glenn","Dwell Logan Square Apt 1st Stop","19:37:10","19:37:46","36","0","3","0","0"
"2026-01-21","21-163","19:30:00-27052","Samford-Shug Jordan","Harper Flatts","19:37:28","19:40:57","209","0","0","0","0"
"2026-01-21","21-167","19:25:00-114","Wire Road","Gentilly Park","19:37:31","19:37:48","17","0","0","0","0"
"2026-01-21","21-114","19:20:00-27037","North College","Yugo Auburn North 1","19:37:47","19:37:47","0","1","1","0","0"
"2026-01-21","21-120","20:00:00-17","Old Row - West Parking","Student Center Haley Center Pavillion","19:37:54","20:00:12","1338","0","0","0","0"
"2026-01-21","21-167","19:25:00-114","Wire Road","Conway Acres","19:38:07","19:45:14","427","0","0","0","0"
"2026-01-21","21-141","19:20:00-27046","North Ross","Auburn Post Office","19:38:37","19:39:18","41","0","0","0","0"
"2026-01-21","21-133","19:30:00-6","West Glenn","Dwell Logan Square Apartments 2nd Stop","19:39:11","19:39:39","28","0","0","0","0"
"2026-01-21","21-138","19:35:00-27032","Haley West","Neville Arena","19:40:08","19:40:36","28","0","0","0","0"
"2026-01-21","21-133","19:30:00-6","West Glenn","Peachtree Apartments","19:40:15","19:41:13","58","0","0","0","0"
"2026-01-21","21-154","19:20:00-27108","South Auburn","Downs Way & West Longleaf Dr","19:40:30","19:40:43","13","0","0","0","0"
"2026-01-21","21-140","19:20:00-31","Magnolia","Magnolia Woods Apartments & Greystone Manor","19:40:42","19:41:12","30","0","0","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Donahue Crossing 2nd Stop","19:41:03","19:41:37","34","0","0","0","0"
"2026-01-21","21-151","20:00:00-27050","Park & Ride","Student Center Haley Center Pavillion","19:41:05","20:00:18","1153","3","2","0","0"
"2026-01-21","21-154","19:20:00-27108","South Auburn","Longleaf Villas","19:41:37","19:41:51","14","0","0","0","0"
"2026-01-21","21-106","19:20:00-27062","South Donahue","French Quarter","19:41:44","19:42:15","31","0","1","0","0"
"2026-01-21","21-140","19:20:00-31","Magnolia","Burton House / Terra Nova Apts / Cavell Court","19:41:57","19:42:26","29","0","0","0","0"
"2026-01-21","21-158","19:25:00-27058","South College","Sara St & Veterans Pkwy","19:42:01","19:42:24","23","0","0","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Donahue Crossing 3rd Stop","19:42:03","19:42:33","30","0","0","0","0"
"2026-01-21","21-114","19:20:00-27037","North College","Yugo Auburn North 2nd Stop","19:42:05","19:42:24","19","0","0","0","0"
"2026-01-21","21-133","19:30:00-6","West Glenn","Lowder Hall","19:42:34","19:45:29","175","0","0","0","0"
"2026-01-21","21-138","19:35:00-27032","Haley West","FarmHouse Fraternity","19:42:46","19:43:17","31","0","0","0","0"
"2026-01-21","21-158","19:25:00-27058","South College","Harmon Duplexes 1st Stop","19:42:49","19:43:24","35","0","0","0","0"
"2026-01-21","21-154","19:20:00-27108","South Auburn","The Magnolia 1st Stop","19:42:49","19:43:30","41","0","0","0","0"
"2026-01-21","21-131","19:25:00-27022","College Loop","Evergreen Apartments","19:43:23","19:44:01","38","0","0","0","0"
"2026-01-21","21-163","19:30:00-27052","Samford-Shug Jordan","3-D Arts Center & Facilities Management","19:43:38","19:44:35","57","1","0","0","0"
"2026-01-21","21-158","19:25:00-27058","South College","Harmon Duplexes 2nd Stop","19:43:39","19:44:02","23","0","0","0","0"
"2026-01-21","21-106","19:20:00-27062","South Donahue","Southern Edge Apartments","19:43:49","19:44:40","51","0","0","0","0"
"2026-01-21","21-159","19:20:00-27071","Webster Road","Bellwood","19:43:51","19:44:20","29","0","0","0","0"
"2026-01-21","21-138","19:35:00-27032","Haley West","West Parking Lot","19:44:04","19:48:45","281","0","3","0","0"
"2026-01-21","21-158","19:25:00-27058","South College","Sara St & Harmon Dr","19:44:25","19:44:56","31","0","0","0","0"
"2026-01-21","21-154","19:20:00-27108","South Auburn","The Magnolia 2nd Stop","19:44:26","19:44:49","23","0","0","0","0"
"2026-01-21","21-159","19:20:00-27071","Webster Road","Ridgewood Village","19:44:32","19:45:05","33","0","0","0","0"
"2026-01-21","21-160","19:25:00-27026","East Glenn ","Delta Aviation School","19:45:01","19:45:59","58","1","0","0","0"
"2026-01-21","21-167","19:25:00-114","Wire Road","Barron's Trailer Park","19:45:17","19:45:17","0","0","0","0","0"
"2026-01-21","21-132","19:20:00-27029","Glenn-Harper","Lowder Hall","19:45:24","19:45:58","34","0","0","0","0"
"2026-01-21","jAUnt 1","27142-0121_A1","jAUnt","jAUnt Stop 2","19:45:46","19:46:06","20","0","0","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Village North (To Campus)","19:45:50","19:46:07","17","0","0","0","0"
"2026-01-21","21-161","19:40:00-27068","West Campus","Beech St & West Thach Ave","19:46:00","19:46:36","36","0","0","0","0"
"2026-01-21","21-148","20:00:00-27163","North Dean - PM (after 11 am)","Mell St Station","19:46:21","20:00:15","834","1","1","0","0"
"2026-01-21","21-131","19:25:00-27022","College Loop","Gogue Performing Arts Center","19:46:23","19:46:34","11","0","0","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Riverwalk Apartments & The View (To Campus)","19:46:31","19:46:47","16","0","0","0","0"
"2026-01-21","21-159","19:20:00-27071","Webster Road","The Brookes & Hearthstone","19:46:40","19:47:02","22","0","0","0","0"
"2026-01-21","21-167","19:25:00-114","Wire Road","College Mobile Home Park","19:46:41","19:47:00","19","0","0","0","0"
"2026-01-21","21-131","19:25:00-27022","College Loop","South Donahue Dr & Woodfield Dr","19:47:06","19:47:55","49","0","0","0","0"
"2026-01-21","21-161","19:40:00-27068","West Campus","Beech Street and Magnolia ","19:47:09","19:47:36","27","0","0","0","0"
"2026-01-21","21-158","19:25:00-27058","South College","South College St & East University Dr","19:47:18","19:47:49","31","0","0","0","0"
"2026-01-21","21-167","19:25:00-114","Wire Road","Madison Park","19:47:24","19:47:42","18","0","0","0","0"
"2026-01-21","21-159","19:20:00-27071","Webster Road","Crossland Downs & Stone Gate Mobile Home Community","19:47:25","19:47:48","23","0","0","0","0"
"2026-01-21","21-114","19:20:00-27037","North College","Sanders St & Bragg Ave ","19:47:26","19:47:41","15","0","0","0","0"
"2026-01-21","21-140","19:20:00-31","Magnolia","Lowder Hall & Shelby Center (To Campus)","19:47:52","19:48:25","33","0","0","0","0"
"2026-01-21","21-133","20:00:00-6","West Glenn","Student Center Haley Center Pavillion","19:47:57","20:00:34","757","6","1","0","0"
"2026-01-21","21-158","19:25:00-27058","South College","Lakewood Commons","19:48:07","19:48:33","26","0","0","0","0"
"2026-01-21","21-167","19:25:00-114","Wire Road","The Brookes & Hearthstone","19:48:17","19:48:34","17","0","0","0","0"
"2026-01-21","21-159","19:20:00-27071","Webster Road","College of Veterinary Medicine","19:48:18","19:48:39","21","0","0","0","0"
"2026-01-21","21-141","19:20:00-27046","North Ross","Lowder Hall","19:48:35","19:49:02","27","0","0","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Lowder Hall","19:48:43","19:49:42","59","0","0","0","0"
"2026-01-21","21-167","19:25:00-114","Wire Road","Crossland Downs & Stone Gate Mobile Home Community","19:48:50","19:49:06","16","0","0","0","0"
"2026-01-21","21-138","19:35:00-27032","Haley West","West Parking Lot #2","19:48:56","19:49:25","29","0","0","0","0"
"2026-01-21","jAUnt 5","27195-0121_A1","jAUnt","jAUnt Stop 2","19:49:18","19:51:38","140","0","0","0","0"
"2026-01-21","21-106","19:20:00-27062","South Donahue","Research Park To Campus","19:49:20","19:49:42","22","0","0","0","0"
"2026-01-21","21-132","20:00:00-27029","Glenn-Harper","Student Center Greenspace Pavilion","19:49:23","20:00:38","675","4","1","0","0"
"2026-01-21","21-140","19:20:00-31","Magnolia","Lowder Hall","19:49:26","19:50:21","55","0","0","0","0"
"2026-01-21","21-161","19:40:00-27068","West Campus","The Grove","19:49:28","19:50:22","54","0","1","0","0"
"2026-01-21","21-167","19:25:00-114","Wire Road","College of Veterinary Medicine","19:49:33","19:49:49","16","0","0","0","0"
"2026-01-21","21-138","19:35:00-27032","Haley West","AU Impound Lot","19:49:36","19:49:59","23","0","0","0","0"
"2026-01-21","21-114","19:20:00-27037","North College","Lowder Hall","19:50:48","19:51:47","59","0","0","0","0"
"2026-01-21","21-141","20:00:00-27046","North Ross","Student Center Greenspace Pavilion","19:51:14","20:00:43","569","3","1","0","0"
"2026-01-21","21-131","NIS","College Loop","Student Center Greenspace Pavilion","19:51:17","20:00:46","569","0","0","0","0"
"2026-01-21","21-163","20:00:00-27052","Samford-Shug Jordan","Student Center Greenspace Pavilion","19:51:20","20:00:51","571","1","1","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Student Center Greenspace Pavilion","19:51:31","19:51:31","0","2","1","0","0"
"2026-01-21","21-138","19:35:00-27032","Haley West","The Village","19:51:57","19:52:45","48","0","0","0","0"
"2026-01-21","21-140","20:00:00-31","Magnolia","Student Center Stadium Parking Deck Pavilion","19:52:16","20:00:45","509","7","0","0","0"
"2026-01-21","21-154","20:00:00-27108","South Auburn","Student Center Stadium Parking Deck Pavilion","19:53:35","20:01:00","445","5","1","0","0"
"2026-01-21","21-139","20:00:00-27035","North Auburn","Mell St Station","19:53:49","20:00:39","410","1","1","0","0"
"2026-01-21","21-114","20:00:00-27037","North College","Student Center Stadium Parking Deck Pavilion","19:54:08","20:01:08","420","0","0","0","0"
"2026-01-21","21-161","19:40:00-27068","West Campus","Lowder Hall","19:54:28","19:55:06","38","0","2","0","0"
"2026-01-21","21-106","20:00:00-27062","South Donahue","Student Center Stadium Parking Deck Pavilion","19:54:31","20:01:23","412","7","0","0","0"
"2026-01-21","21-158","20:00:00-27058","South College","Mell St Station","19:55:59","20:00:41","282","0","0","0","0"
"2026-01-21","21-138","20:00:00-27032","Haley West","Student Center Haley Center Pavillion","19:56:26","20:00:44","258","0","0","0","0"
"2026-01-21","21-167","20:00:00-114","Wire Road","Student Center Stadium Parking Deck Pavilion","19:57:56","20:01:37","221","0","0","0","0"
"2026-01-21","21-161","20:00:00-27068","West Campus","Student Center Haley Center Pavillion","19:58:02","20:00:46","164","0","0","0","0"
"2026-01-21","21-160","NIS","East Glenn ","Mell St Station","19:58:03","20:00:53","170","0","0","0","0"
"2026-01-21","jAUnt 5","27195-0121_A1","jAUnt","jAUnt Stop 2","20:00:20","20:00:30","10","0","0","0","0"
"2026-01-21","21-101","20:00:00-27044","North Donahue","Student Center Greenspace Pavilion","20:00:32","20:01:08","36","0","0","0","0"
"2026-01-21","21-159","20:00:00-27071","Webster Road","Student Center Greenspace Pavilion","20:00:33","20:00:33","0","0","0","0","0"
"2026-01-21","jAUnt 1","27142-0121_A1","jAUnt","jAUnt Stop 2","20:00:36","20:01:16","40","0","0","0","0"
"2026-01-21","jAUnt 8","27197-0121_A1","jAUnt","jAUnt Stop 2","20:00:47","20:00:47","0","0","0","0","0"
"2026-01-21","21-131","NIS","College Loop","Student Center Haley Center Pavillion","20:00:56","20:00:56","0","0","0","0","0"
"2026-01-21","21-131","NIS","College Loop","FSS Stop1","20:01:13","20:01:13","0","0","0","0","0"
"2026-01-21","21-131","NIS","College Loop","Charter 2","20:02:48","20:02:56","8","0","0","0","0"
"2026-01-21","21-111","NIS","No Route","South Quad Parking Deck","20:02:54","20:02:54","0","0","0","0","0"
"2026-01-21","21-131","NIS","College Loop","FSS Stop 2","20:03:06","20:03:06","0","0","0","0","0"
"2026-01-21","21-111","NIS","No Route","AU Medical Clinic","20:03:21","20:03:21","0","0","0","0","0"
"2026-01-21","21-111","NIS","No Route","Pan 2","20:03:31","20:03:31","0","0","0","0","0"
"2026-01-21","21-133","20:00:00-6","West Glenn","Eagles West Apartments ","20:04:00","20:04:00","0","0","0","0","0"
"2026-01-21","21-151","20:00:00-27050","Park & Ride","The McWhorter Center","20:04:25","20:04:25","0","0","0","0","0"
"2026-01-21","21-111","NIS","No Route","Lem Morrison Drive (New Frat Row)","20:05:21","20:05:21","0","0","0","0","0"
"2026-01-21","21-151","20:00:00-27050","Park & Ride","Intramural Field (Biggio Drive)","20:05:31","20:06:04","33","0","1","0","0"
"2026-01-21","21-160","NIS","East Glenn ","East Thach Ave & Cove Ct","20:05:43","20:07:53","130","0","0","0","0"
"2026-01-21","21-140","20:00:00-31","Magnolia","Lowder Hall & Shelby Center (From Campus)","20:06:09","20:06:09","0","0","0","0","0"
"2026-01-21","21-131","NIS","College Loop","Woodfield - Game Day","20:06:11","20:06:11","0","0","0","0","0"
"2026-01-21","21-131","NIS","College Loop","VCOM","20:06:21","20:06:21","0","0","0","0","0"
"2026-01-21","21-163","20:00:00-27052","Samford-Shug Jordan","KA Stop","20:06:34","20:06:34","0","0","0","0","0"
"2026-01-21","21-151","20:00:00-27050","Park & Ride","Lem Morrison Drive (New Frat Row)","20:06:47","20:06:47","0","0","0","0","0"
"2026-01-21","21-140","20:00:00-31","Magnolia","Biggin Hall & Ramsay Hall (From Campus)","20:06:52","20:07:13","21","0","0","0","0"
"2026-01-21","21-131","NIS","College Loop","The Beacon","20:07:31","20:07:31","0","0","0","0","0"
"2026-01-21","21-101","20:00:00-27044","North Donahue","Riverwalk Apartments & The View (From Campus))","20:07:51","20:07:51","0","0","0","0","0"
"2026-01-21","21-132","20:00:00-27029","Glenn-Harper","Gay St & Mitcham Ave (The Standard)","20:08:03","20:08:38","35","0","3","0","0"
"2026-01-21","21-111","NIS","No Route","Greene Hall","20:08:09","20:08:09","0","0","0","0","0"
"2026-01-21","21-111","NIS","No Route","College of Veterinary Medicine","20:08:19","20:08:19","0","0","0","0","0"
"2026-01-21","21-159","20:00:00-27071","Webster Road","Greene Hall","20:08:27","20:08:27","0","0","0","0","0"
"2026-01-21","21-111","NIS","No Route","Crossland Downs & Stone Gate Mobile Home Community","20:08:39","20:08:39","0","0","0","0","0"
"2026-01-21","21-111","NIS","No Route","The Brookes & Hearthstone","20:08:49","20:08:49","0","0","0","0","0"
"2026-01-21","21-111","NIS","No Route","Madison Park","20:09:09","20:09:09","0","0","0","0","0"
