"Start Date:01/14/2026 12:00 AM End Date:01/23/2026 12:00 AM","","","","","","","","","","",""
"DATE","Vehicle ID","Number","Route","Station","ARRIVAL","DEPARTURE","Dwell (sec)","APC Boardings","APC Alightings","EPC Boardings","EPC Alightings"
"2026-01-16","21-153","08:10:00-27057","South Auburn","Eagle's Landing 2nd Stop","08:30:17","08:30:48","31","1","0","0","0"
"2026-01-16","21-128","08:25:00-139","West Glenn","Dwell Logan Square Apt 1st Stop","08:30:25","08:31:20","55","22","0","0","0"
"2026-01-16","21-144","08:00:00-27048","North Ross","Lowder Hall","08:30:25","08:30:56","31","0","2","0","0"
"2026-01-16","21-119","08:05:00-114","Wire Road","Crossland Downs & Stone Gate Mobile Home Community","08:30:26","08:30:42","16","0","0","0","0"
"2026-01-16","21-120","08:15:00-17","Old Row - West Parking","Eagles West Apartments ","08:30:26","08:31:01","35","0","0","0","0"
"2026-01-16","21-114","08:00:00-27037","North College","Lowder Hall","08:30:28","08:32:11","103","0","2","0","0"
"2026-01-16","21-106","08:05:00-27062","South Donahue","Research Park To Campus","08:30:32","08:31:15","43","3","1","0","0"
"2026-01-16","21-157","08:25:00-27025","College Loop","VCOM","08:30:37","08:31:09","32","0","0","0","0"
"2026-01-16","21-138","08:15:00-27032","Haley West","AU Impound Lot","08:30:43","08:31:13","30","0","0","0","0"
"2026-01-16","21-108","08:20:00-27095","Park & Ride","Lem Morrison Drive (New Frat Row)","08:31:04","08:31:37","33","4","0","0","0"
"2026-01-16","21-110","08:20:00-27045","North Donahue","Summer Wind Apartments & The Domain ","08:31:04","08:31:34","30","2","0","0","0"
"2026-01-16","21-133","08:40:00-6","West Glenn","Student Center Haley Center Pavillion","08:31:08","08:41:17","609","3","18","0","0"
"2026-01-16","21-119","08:05:00-114","Wire Road","College of Veterinary Medicine","08:31:09","08:31:37","28","0","0","0","0"
"2026-01-16","21-153","08:10:00-27057","South Auburn","Downs Way & West Longleaf Dr","08:31:10","08:31:53","43","2","0","0","0"
"2026-01-16","21-109","08:20:00-27055","South Auburn","Samford Square","08:31:16","08:31:48","32","1","0","0","0"
"2026-01-16","21-145","08:20:00-135","Magnolia","160 Ross","08:31:25","08:41:00","575","0","0","0","0"
"2026-01-16","21-120","08:15:00-17","Old Row - West Parking","The Village","08:31:29","08:32:04","35","0","0","0","0"
"2026-01-16","21-115","08:40:00-27023","College Loop","Student Center Greenspace Pavilion","08:31:32","08:40:33","541","0","12","0","0"
"2026-01-16","21-123","08:10:00-134","Magnolia","Magnolia Woods Apartments & Greystone Manor","08:31:35","08:32:13","38","4","0","0","0"
"2026-01-16","jAUnt 2","NIS","jAUnt","South Quad Parking Deck SQ","08:31:39","08:33:29","110","0","0","0","0"
"2026-01-16","21-112","08:15:00-27038","North College","Yugo Auburn North 1","08:31:41","08:31:53","12","5","0","0","0"
"2026-01-16","21-142","08:10:00-27059","South College","South College St & East University Dr","08:31:47","08:32:13","26","0","0","0","0"
"2026-01-16","21-135","08:15:00-27063","South Donahue","French Quarter","08:32:05","08:32:37","32","3","0","0","0"
"2026-01-16","21-101","08:40:00-27044","North Donahue","Student Center Greenspace Pavilion","08:32:11","08:40:49","518","1","17","0","0"
"2026-01-16","21-140","08:40:00-31","Magnolia","Student Center Stadium Parking Deck Pavilion","08:32:13","08:40:24","491","3","7","0","0"
"2026-01-16","21-129","08:05:00-27031","Glenn-Harper","Lowder Hall","08:32:24","08:33:09","45","0","1","0","0"
"2026-01-16","21-113","08:30:00-27033","Haley West","Neville Arena","08:32:26","08:32:53","27","0","0","0","0"
"2026-01-16","21-128","08:25:00-139","West Glenn","Dwell Logan Square Apartments 2nd Stop","08:32:29","08:33:18","49","9","0","0","0"
"2026-01-16","21-142","08:10:00-27059","South College","Lakewood Commons","08:32:29","08:32:56","27","2","0","0","0"
"2026-01-16","21-153","08:10:00-27057","South Auburn","Longleaf Villas","08:32:30","08:32:55","25","1","0","0","0"
"2026-01-16","21-138","08:15:00-27032","Haley West","The Village","08:32:35","08:33:14","39","0","0","0","0"
"2026-01-16","21-123","08:10:00-134","Magnolia","Burton House / Terra Nova Apts / Cavell Court","08:32:48","08:33:24","36","1","0","0","0"
"2026-01-16","21-137","08:15:00-27024","College Loop","Evergreen Apartments","08:32:55","08:34:17","82","12","1","0","0"
"2026-01-16","21-170","08:30:00-27034","Health Sciences Sector","Health Sciences Sector","08:32:56","08:33:26","30","0","0","0","0"
"2026-01-16","21-159","08:10:00-27071","Webster Road","Webster Crossing","08:32:57","08:32:57","0","0","0","0","0"
"2026-01-16","21-132","08:20:00-27029","Glenn-Harper","Ross St &  Harper Ave / Regency Square Apartments","08:32:59","08:33:28","29","0","0","0","0"
"2026-01-16","21-168","08:30:00-27120","South Quad/Fine Arts","Cambridge Residence Hall","08:33:18","08:33:36","18","0","0","0","0"
"2026-01-16","21-130","08:25:00-27064","South Donahue","AU Research Park & The Edge Apartments","08:33:26","08:33:44","18","0","0","0","0"
"2026-01-16","21-109","08:20:00-27055","South Auburn","Eagle's Landing 2nd Stop","08:33:26","08:33:26","0","0","0","0","0"
"2026-01-16","21-155","08:20:00-27070","West Campus","Lowder Hall","08:33:36","08:34:13","37","0","4","0","0"
"2026-01-16","21-157","08:25:00-27025","College Loop","AU Federal Credit Union","08:33:41","08:34:19","38","0","1","0","0"
"2026-01-16","21-132","08:20:00-27029","Glenn-Harper","Harper Ave & Cook St / Deerfield Condominiums","08:33:41","08:34:09","28","0","0","0","0"
"2026-01-16","21-108","08:20:00-27095","Park & Ride","Extension Loop","08:33:43","08:34:06","23","0","0","0","0"
"2026-01-16","21-128","08:25:00-139","West Glenn","Peachtree Apartments","08:33:43","08:34:19","36","2","0","0","0"
"2026-01-16","21-153","08:10:00-27057","South Auburn","The Magnolia 1st Stop","08:33:46","08:34:56","70","15","0","0","0"
"2026-01-16","21-159","08:10:00-27071","Webster Road","Bellwood","08:33:51","08:34:22","31","0","0","0","0"
"2026-01-16","21-168","08:30:00-27120","South Quad/Fine Arts","AU Alumni Center","08:33:52","08:34:17","25","1","0","0","0"
"2026-01-16","21-114","08:40:00-27037","North College","Student Center Stadium Parking Deck Pavilion","08:33:55","08:41:11","436","0","12","0","0"
"2026-01-16","21-163","08:15:00-27052","Samford-Shug Jordan","3-D Arts Center & Facilities Management","08:34:07","08:34:43","36","0","0","0","0"
"2026-01-16","21-161","08:25:00-27068","West Campus","The Grove","08:34:15","08:35:33","78","27","0","0","0"
"2026-01-16","21-160","08:20:00-27026","East Glenn ","Delta Aviation School","08:34:19","08:40:40","381","0","0","0","0"
"2026-01-16","21-147","08:30:00-27051","Park & Ride","The McWhorter Center","08:34:22","08:35:21","59","0","0","0","0"
"2026-01-16","21-118","08:30:00-27049","Old Row - West Parking","Impound Lot","08:34:28","08:35:00","32","0","0","0","0"
"2026-01-16","jAUnt 2","NIS","jAUnt","South Quad Parking Deck","08:34:29","08:36:29","120","0","0","0","0"
"2026-01-16","21-156","08:25:00-27072","Webster Road","Greene Hall","08:34:32","08:35:05","33","0","0","0","0"
"2026-01-16","21-135","08:15:00-27063","South Donahue","Southern Edge Apartments","08:34:33","08:35:30","57","3","0","0","0"
"2026-01-16","21-159","08:10:00-27071","Webster Road","Ridgewood Village","08:34:34","08:35:29","55","0","0","0","0"
"2026-01-16","21-132","08:20:00-27029","Glenn-Harper","Highland Condominiums","08:34:38","08:40:21","343","1","0","0","0"
"2026-01-16","21-124","08:30:00-136","Magnolia","Lowder Hall & Shelby Center (From Campus)","08:34:55","08:35:30","35","1","0","0","0"
"2026-01-16","21-110","08:20:00-27045","North Donahue","Donahue Crossing 1st Stop","08:34:58","08:40:35","337","2","1","0","0"
"2026-01-16","21-144","08:45:00-27048","North Ross","Student Center Greenspace Pavilion","08:35:15","08:45:02","587","0","3","0","0"
"2026-01-16","21-134","08:40:00-27043","North Dean -AM  (before 11 am)","Mell St Station","08:35:29","08:40:19","290","1","14","0","0"
"2026-01-16","21-118","08:30:00-27049","Old Row - West Parking","Beech St & West Thach Ave","08:35:30","08:36:08","38","4","0","0","0"
"2026-01-16","21-170","08:30:00-27034","Health Sciences Sector","AU Medical Clinic","08:35:30","08:36:20","50","2","0","0","0"
"2026-01-16","21-113","08:30:00-27033","Haley West","FarmHouse Fraternity","08:35:30","08:35:59","29","0","0","0","0"
"2026-01-16","21-156","08:25:00-27072","Webster Road","Crossland Downs & Large Animal Teaching Hospital","08:35:36","08:35:52","16","0","0","0","0"
"2026-01-16","jAUnt 5","27195-0116_A2","jAUnt","jAUnt Stop 2","08:35:46","08:35:46","0","0","0","0","0"
"2026-01-16","21-153","08:10:00-27057","South Auburn","The Magnolia 2nd Stop","08:35:53","08:36:37","44","4","0","0","0"
"2026-01-16","21-124","08:30:00-136","Magnolia","Biggin Hall & Ramsay Hall (From Campus)","08:35:58","08:36:34","36","0","0","0","0"
"2026-01-16","21-122","08:40:00-27027","East Glenn ","Mell St Station","08:36:01","08:40:24","263","2","5","0","0"
"2026-01-16","21-112","08:15:00-27038","North College","Yugo Auburn North 2nd Stop","08:36:06","08:37:00","54","11","0","0","0"
"2026-01-16","21-147","08:30:00-27051","Park & Ride","Intramural Field (Biggio Drive)","08:36:13","08:40:18","245","10","0","0","0"
"2026-01-16","21-157","08:25:00-27025","College Loop","The Beacon","08:36:18","08:36:39","21","14","0","0","0"
"2026-01-16","21-120","08:45:00-17","Old Row - West Parking","Student Center Haley Center Pavillion","08:36:21","08:46:01","580","0","14","0","0"
"2026-01-16","21-118","08:30:00-27049","Old Row - West Parking","Beech St & Magnolia Ave","08:36:25","08:37:03","38","0","0","0","0"
"2026-01-16","21-128","08:25:00-139","West Glenn","Lowder Hall","08:36:27","08:37:47","80","0","9","0","0"
"2026-01-16","21-138","08:45:00-27032","Haley West","Student Center Haley Center Pavillion","08:36:28","08:46:04","576","3","32","0","0"
"2026-01-16","jAUnt 2","NIS","jAUnt","South Quad Parking Deck SQ","08:36:39","08:36:39","0","0","0","0","0"
"2026-01-16","21-137","08:15:00-27024","College Loop","Gogue Performing Arts Center","08:36:39","08:36:59","20","1","1","0","0"
"2026-01-16","21-113","08:30:00-27033","Haley West","West Parking Lot","08:36:52","08:37:29","37","0","0","0","0"
"2026-01-16","21-170","08:30:00-27034","Health Sciences Sector","South Quad Parking Deck","08:36:57","08:40:24","207","1","2","0","0"
"2026-01-16","21-154","08:40:00-27108","South Auburn","Student Center Stadium Parking Deck Pavilion","08:36:59","08:41:31","272","1","21","0","0"
"2026-01-16","jAUnt 2","NIS","jAUnt","South Quad Parking Deck","08:37:09","08:37:09","0","0","0","0","0"
"2026-01-16","21-129","08:50:00-27031","Glenn-Harper","Student Center Greenspace Pavilion","08:37:11","08:51:52","881","5","5","0","0"
"2026-01-16","21-159","08:10:00-27071","Webster Road","The Brookes & Hearthstone","08:37:13","08:37:37","24","0","0","0","0"
"2026-01-16","21-143","08:30:00-27039","North College","319 Bragg","08:37:14","08:37:41","27","0","0","0","0"
"2026-01-16","21-118","08:30:00-27049","Old Row - West Parking","West Magnolia Ave & Hemlock Dr","08:37:14","08:37:44","30","0","0","0","0"
"2026-01-16","21-156","08:25:00-27072","Webster Road","Gentilly Park","08:37:19","08:37:43","24","0","0","0","0"
"2026-01-16","21-130","08:25:00-27064","South Donahue","South College St & East Longleaf Dr","08:37:28","08:37:43","15","0","0","0","0"
"2026-01-16","21-137","08:15:00-27024","College Loop","South Donahue Dr & Woodfield Dr","08:37:28","08:38:15","47","0","0","0","0"
"2026-01-16","21-166","08:30:00-27030","Glenn-Harper","Gay St & Mitcham Ave (The Standard)","08:37:30","08:37:58","28","0","0","0","0"
"2026-01-16","21-113","08:30:00-27033","Haley West","West Parking Lot #2","08:37:40","08:44:25","405","17","0","0","0"
"2026-01-16","21-155","08:45:00-27070","West Campus","Student Center Haley Center Pavillion","08:37:42","08:44:36","414","1","22","0","0"
"2026-01-16","21-123","08:10:00-134","Magnolia","Lowder Hall & Shelby Center (To Campus)","08:37:48","08:38:59","71","0","14","0","0"
"2026-01-16","21-141","08:15:00-27046","North Ross","Auburn Post Office","08:37:48","08:38:19","31","1","0","0","0"
"2026-01-16","21-108","08:45:00-27095","Park & Ride","Student Center Haley Center Pavillion","08:37:55","08:45:38","463","1","18","0","0"
"2026-01-16","21-159","08:10:00-27071","Webster Road","Crossland Downs & Stone Gate Mobile Home Community","08:37:56","08:38:25","29","0","0","0","0"
"2026-01-16","21-118","08:30:00-27049","Old Row - West Parking","Edge West Apartments","08:37:58","08:45:42","464","20","0","0","0"
"2026-01-16","21-116","08:30:00-27047","North Ross","East Drake Ave & North Ross St","08:38:03","08:38:30","27","0","0","0","0"
"2026-01-16","21-161","08:25:00-27068","West Campus","Lowder Hall","08:38:11","08:39:09","58","0","7","0","0"
"2026-01-16","21-139","08:45:00-27035","North Auburn","Mell St Station","08:38:15","08:46:35","500","2","19","0","0"
"2026-01-16","21-106","08:45:00-27062","South Donahue","Student Center Stadium Parking Deck Pavilion","08:38:22","08:45:28","426","3","38","0","0"
"2026-01-16","21-130","08:25:00-27064","South Donahue","The Mill","08:38:26","08:40:24","118","0","0","0","0"
"2026-01-16","21-149","08:35:00-140","West Glenn","Eagles West Apartments ","08:38:30","08:38:44","14","0","0","0","0"
"2026-01-16","21-158","08:30:00-27058","South College","Savannah Sq & Williamsburg Pl","08:38:42","08:45:11","389","2","0","0","0"
"2026-01-16","21-156","08:25:00-27072","Webster Road","Webster Crossing","08:38:53","08:39:12","19","0","0","0","0"
"2026-01-16","21-149","08:35:00-140","West Glenn","Edge West Apartments ","08:38:55","08:39:21","26","0","0","0","0"
"2026-01-16","21-159","08:10:00-27071","Webster Road","College of Veterinary Medicine","08:39:01","08:39:30","29","0","0","0","0"
"2026-01-16","21-107","08:25:00-27036","North Auburn","Aspen Heights Ln","08:39:05","08:42:45","220","1","1","0","0"
"2026-01-16","21-148","08:20:00-27040","North Dean -AM  (before 11 am)","Auburn Mall","08:39:16","08:39:51","35","0","1","0","0"
"2026-01-16","21-168","08:30:00-27120","South Quad/Fine Arts","Jule Collins Smith Museum of Art","08:39:23","08:45:25","362","2","0","0","0"
"2026-01-16","21-149","08:35:00-140","West Glenn","Hemlock at W. Magnolia","08:39:36","08:39:59","23","0","0","0","0"
"2026-01-16","21-131","08:30:00-27022","College Loop","VCOM","08:39:46","08:40:12","26","0","0","0","0"
"2026-01-16","21-135","08:15:00-27063","South Donahue","Research Park To Campus","08:39:48","08:40:32","44","5","0","0","0"
"2026-01-16","21-136","08:30:00-27056","South Auburn","Samford Square","08:39:57","08:40:18","21","0","0","0","0"
"2026-01-16","21-149","08:35:00-140","West Glenn","Dwell Logan Square Apt 1st Stop","08:40:13","08:41:06","53","44","0","0","0"
"2026-01-16","21-143","08:30:00-27039","North College","Gay St & E Drake Ave ","08:40:18","08:40:40","22","0","0","0","0"
"2026-01-16","21-142","08:45:00-27059","South College","Mell St Station","08:40:36","08:46:15","339","0","5","0","0"
"2026-01-16","21-109","08:20:00-27055","South Auburn","Downs Way & West Longleaf Dr","08:40:40","08:41:03","23","2","0","0","0"
"2026-01-16","21-123","08:10:00-134","Magnolia","Lowder Hall","08:40:53","08:41:23","30","0","0","0","0"
"2026-01-16","21-143","08:30:00-27039","North College","Martin Ave & North Gay St","08:40:56","08:41:17","21","0","0","0","0"
"2026-01-16","21-151","08:35:00-27050","Park & Ride","The McWhorter Center","08:40:59","08:41:32","33","0","0","0","0"
"2026-01-16","21-166","08:30:00-27030","Glenn-Harper","Ross St &  Harper Ave / Regency Square Apartments","08:41:03","08:41:25","22","0","0","0","0"
"2026-01-16","21-110","08:20:00-27045","North Donahue","Donahue Crossing 2nd Stop","08:41:03","08:41:49","46","3","0","0","0"
"2026-01-16","21-103","08:40:00-27073","Webster Road","Student Center Greenspace Pavilion","08:41:05","08:41:52","47","0","0","0","0"
"2026-01-16","21-132","08:20:00-27029","Glenn-Harper","Deerwood Apartments","08:41:06","08:41:40","34","1","0","0","0"
"2026-01-16","21-147","08:30:00-27051","Park & Ride","Lem Morrison Drive (New Frat Row)","08:41:18","08:42:13","55","13","0","0","0"
"2026-01-16","21-124","08:30:00-136","Magnolia","160 Ross","08:41:18","08:50:24","546","5","2","0","0"
"2026-01-16","21-145","08:20:00-135","Magnolia","Magnolia Woods Apartments & Greystone Manor","08:41:21","08:41:57","36","0","0","0","0"
"2026-01-16","21-112","08:15:00-27038","North College","Sanders St & Bragg Ave ","08:41:24","08:41:45","21","2","0","0","0"
"2026-01-16","21-128","08:50:00-139","West Glenn","Student Center Haley Center Pavillion","08:41:26","08:50:36","550","7","25","0","0"
"2026-01-16","21-130","08:25:00-27064","South Donahue","French Quarter","08:41:31","08:41:58","27","0","0","0","0"
"2026-01-16","21-166","08:30:00-27030","Glenn-Harper","Harper Ave & Cook St / Deerfield Condominiums","08:41:42","08:42:05","23","0","0","0","0"
"2026-01-16","21-109","08:20:00-27055","South Auburn","Longleaf Villas","08:41:53","08:42:12","19","0","0","0","0"
"2026-01-16","21-152","08:35:00-27053","Samford-Shug Jordan","KA Stop","08:42:00","08:42:16","16","0","0","0","0"
"2026-01-16","21-110","08:20:00-27045","North Donahue","Donahue Crossing 3rd Stop","08:42:10","08:42:45","35","1","0","0","0"
"2026-01-16","21-151","08:35:00-27050","Park & Ride","Intramural Field (Biggio Drive)","08:42:17","08:45:16","179","1","0","0","0"
"2026-01-16","21-161","08:50:00-27068","West Campus","Student Center Haley Center Pavillion","08:42:20","08:50:44","504","0","24","0","0"
"2026-01-16","21-145","08:20:00-135","Magnolia","Burton House / Terra Nova Apts / Cavell Court","08:42:29","08:42:54","25","0","0","0","0"
"2026-01-16","21-102","08:35:00-27069","West Campus","Beech St & West Thach Ave","08:42:32","08:43:04","32","3","0","0","0"
"2026-01-16","21-137","08:50:00-27024","College Loop","Student Center Greenspace Pavilion","08:42:33","08:50:48","495","2","49","0","0"
"2026-01-16","21-166","08:30:00-27030","Glenn-Harper","Highland Condominiums","08:42:35","08:50:33","478","6","1","0","0"
"2026-01-16","21-157","08:25:00-27025","College Loop","Evergreen Apartments","08:42:56","08:43:49","53","5","0","0","0"
"2026-01-16","21-143","08:30:00-27039","North College","Tullahoma Dr at Shelton Mill Rd","08:42:57","08:43:19","22","0","0","0","0"
"2026-01-16","21-149","08:35:00-140","West Glenn","Dwell Logan Square Apartments 2nd Stop","08:43:02","08:43:55","53","5","0","0","0"
"2026-01-16","21-116","08:30:00-27047","North Ross","Mary Ln & Harris Ave","08:43:05","08:50:19","434","1","1","0","0"
"2026-01-16","21-109","08:20:00-27055","South Auburn","The Magnolia 1st Stop","08:43:05","08:44:02","57","3","0","0","0"
"2026-01-16","21-131","08:30:00-27022","College Loop","AU Federal Credit Union","08:43:07","08:43:25","18","0","0","0","0"
"2026-01-16","21-119","08:45:00-114","Wire Road","Student Center Stadium Parking Deck Pavilion","08:43:15","08:45:41","146","0","0","0","0"
"2026-01-16","21-102","08:35:00-27069","West Campus","Beech Street and Magnolia ","08:43:17","08:44:01","44","3","0","0","0"
"2026-01-16","21-127","08:35:00-27065","South Donahue","AU Research Park & The Edge Apartments","08:43:28","08:43:58","30","0","0","0","0"
"2026-01-16","21-130","08:25:00-27064","South Donahue","Southern Edge Apartments","08:43:32","08:44:10","38","0","0","0","0"
"2026-01-16","21-107","08:25:00-27036","North Auburn","Creekside 1st Stop","08:43:36","08:44:12","36","0","0","0","0"
"2026-01-16","21-123","08:50:00-134","Magnolia","Student Center Stadium Parking Deck Pavilion","08:43:45","08:50:48","423","2","28","0","0"
"2026-01-16","21-152","08:35:00-27053","Samford-Shug Jordan","Harper Flatts","08:43:57","08:50:27","390","2","0","0","0"
"2026-01-16","21-163","08:50:00-27052","Samford-Shug Jordan","Student Center Greenspace Pavilion","08:44:17","08:52:09","472","4","3","0","0"
"2026-01-16","21-107","08:25:00-27036","North Auburn","Creekside 2nd Stop","08:44:29","08:45:07","38","1","0","0","0"
"2026-01-16","21-149","08:35:00-140","West Glenn","Peachtree Apartments","08:44:31","08:44:58","27","0","0","0","0"
"2026-01-16","21-148","08:20:00-27040","North Dean -AM  (before 11 am)","North Dean & Drew Ln","08:44:42","08:44:58","16","0","0","0","0"
"2026-01-16","21-112","08:15:00-27038","North College","Lowder Hall","08:44:43","08:46:09","86","1","2","0","0"
"2026-01-16","21-113","08:30:00-27033","Haley West","AU Impound Lot","08:44:47","08:45:26","39","0","0","0","0"
"2026-01-16","21-109","08:20:00-27055","South Auburn","The Magnolia 2nd Stop","08:44:56","08:45:24","28","0","0","0","0"
"2026-01-16","21-147","08:30:00-27051","Park & Ride","Extension Loop","08:44:57","08:45:24","27","0","0","0","0"
"2026-01-16","21-122","08:40:00-27027","East Glenn ","East Thach Ave & Cove Ct","08:44:58","08:45:26","28","1","0","0","0"
"2026-01-16","21-143","08:30:00-27039","North College","Yugo Auburn North 1","08:45:16","08:45:27","11","6","0","0","0"
"2026-01-16","21-135","08:55:00-27063","South Donahue","Student Center Stadium Parking Deck Pavilion","08:45:32","08:55:22","590","5","45","0","0"
"2026-01-16","21-133","08:40:00-6","West Glenn","Eagles West Apartments ","08:45:35","08:45:51","16","0","0","0","0"
"2026-01-16","21-102","08:35:00-27069","West Campus","The Grove","08:45:35","08:47:44","129","25","0","0","0"
"2026-01-16","21-131","08:30:00-27022","College Loop","The Beacon","08:45:49","08:46:16","27","0","0","0","0"
"2026-01-16","21-158","08:30:00-27058","South College","Sara St & Veterans Pkwy","08:45:53","08:46:13","20","0","0","0","0"
"2026-01-16","21-157","08:25:00-27025","College Loop","Gogue Performing Arts Center","08:45:56","08:46:15","19","0","0","0","0"
"2026-01-16","21-145","08:20:00-135","Magnolia","Lowder Hall & Shelby Center (To Campus)","08:45:56","08:47:30","94","0","0","0","0"
"2026-01-16","21-107","08:25:00-27036","North Auburn","Creekside 3rd Stop","08:46:02","08:46:38","36","0","0","0","0"
"2026-01-16","21-133","08:40:00-6","West Glenn","Edge West Apartments ","08:46:02","08:46:24","22","0","0","0","0"
"2026-01-16","21-148","08:20:00-27040","North Dean -AM  (before 11 am)","Aspen Heights Ln","08:46:03","08:46:23","20","0","0","0","0"
"2026-01-16","21-118","08:30:00-27049","Old Row - West Parking","Eagles West Apartments ","08:46:03","08:47:19","76","5","0","0","0"
"2026-01-16","21-170","08:55:00-27034","Health Sciences Sector","Student Center Haley Center Pavillion","08:46:11","08:55:17","546","2","3","0","0"
"2026-01-16","21-127","08:35:00-27065","South Donahue","South College St & East Longleaf Dr","08:46:17","08:46:35","18","0","0","0","0"
"2026-01-16","21-151","08:35:00-27050","Park & Ride","Lem Morrison Drive (New Frat Row)","08:46:20","08:47:04","44","2","0","0","0"
"2026-01-16","21-149","08:35:00-140","West Glenn","Lowder Hall","08:46:27","08:48:41","134","0","19","0","0"
"2026-01-16","21-141","08:15:00-27046","North Ross","Lowder Hall","08:46:29","08:47:00","31","0","2","0","0"
"2026-01-16","21-153","08:50:00-27057","South Auburn","Student Center Stadium Parking Deck Pavilion","08:46:31","08:50:55","264","1","29","0","0"
"2026-01-16","21-158","08:30:00-27058","South College","Harmon Duplexes 1st Stop","08:46:31","08:46:50","19","0","0","0","0"
"2026-01-16","21-133","08:40:00-6","West Glenn","Hemlock at W. Magnolia","08:46:35","08:47:05","30","0","0","0","0"
"2026-01-16","21-110","08:20:00-27045","North Donahue","Village North (To Campus)","08:46:39","08:47:15","36","4","0","0","0"
"2026-01-16","21-157","08:25:00-27025","College Loop","South Donahue Dr & Woodfield Dr","08:46:48","08:47:33","45","0","0","0","0"
"2026-01-16","21-148","08:20:00-27040","North Dean -AM  (before 11 am)","Creekside 1st Stop","08:47:00","08:47:41","41","0","0","0","0"
"2026-01-16","21-156","08:25:00-27072","Webster Road","Webster Crossing","08:47:05","08:47:05","0","0","0","0","0"
"2026-01-16","21-158","08:30:00-27058","South College","Harmon Duplexes 2nd Stop","08:47:06","08:47:25","19","0","0","0","0"
"2026-01-16","21-101","08:40:00-27044","North Donahue","Riverwalk Apartments & The View (From Campus))","08:47:12","08:49:18","126","0","0","0","0"
"2026-01-16","21-115","08:40:00-27023","College Loop","VCOM","08:47:13","08:47:33","20","0","0","0","0"
"2026-01-16","21-140","08:40:00-31","Magnolia","Lowder Hall & Shelby Center (From Campus)","08:47:15","08:48:17","62","0","0","0","0"
"2026-01-16","21-133","08:40:00-6","West Glenn","Dwell Logan Square Apt 1st Stop","08:47:20","08:47:46","26","4","2","0","0"
"2026-01-16","21-127","08:35:00-27065","South Donahue","The Mill","08:47:20","08:50:34","194","2","1","0","0"
"2026-01-16","jAUnt 2","NIS","jAUnt","Student Center Greenspace Pavilion","08:47:22","08:47:22","0","0","0","0","0"
"2026-01-16","21-168","08:30:00-27120","South Quad/Fine Arts","FA 2","08:47:30","08:47:57","27","0","0","0","0"
"2026-01-16","21-113","08:30:00-27033","Haley West","The Village","08:47:37","08:48:22","45","1","1","0","0"
"2026-01-16","21-145","08:20:00-135","Magnolia","Lowder Hall & Shelby Center (From Campus)","08:47:40","08:48:49","69","0","0","0","0"
"2026-01-16","21-158","08:30:00-27058","South College","Sara St & Harmon Dr","08:47:40","08:48:09","29","0","0","0","0"
"2026-01-16","21-107","08:25:00-27036","North Auburn","Bowlero Auburn","08:47:47","08:48:18","31","0","0","0","0"
"2026-01-16","jAUnt 2","NIS","jAUnt","Student Center Haley Center Pavillion","08:47:52","08:47:52","0","0","0","0","0"
"2026-01-16","21-156","08:25:00-27072","Webster Road","Bellwood","08:47:53","08:48:19","26","0","0","0","0"
"2026-01-16","21-148","08:20:00-27040","North Dean -AM  (before 11 am)","Creekside 2nd Stop","08:47:56","08:48:13","17","0","0","0","0"
"2026-01-16","21-118","08:30:00-27049","Old Row - West Parking","The Village","08:47:59","08:48:48","49","0","1","0","0"
"2026-01-16","21-110","08:20:00-27045","North Donahue","Riverwalk Apartments & The View (To Campus)","08:48:04","08:48:35","31","1","0","0","0"
"2026-01-16","21-132","08:20:00-27029","Glenn-Harper","Lowder Hall","08:48:20","08:50:03","103","0","0","0","0"
"2026-01-16","21-138","08:45:00-27032","Haley West","Neville Arena","08:48:27","08:48:46","19","0","0","0","0"
"2026-01-16","21-112","08:55:00-27038","North College","Student Center Stadium Parking Deck Pavilion","08:48:28","08:55:40","432","1","18","0","0"
"2026-01-16","21-156","08:25:00-27072","Webster Road","Ridgewood Village","08:48:30","08:49:13","43","3","0","0","0"
"2026-01-16","21-130","08:25:00-27064","South Donahue","Research Park To Campus","08:48:42","08:49:06","24","0","0","0","0"
"2026-01-16","21-148","08:20:00-27040","North Dean -AM  (before 11 am)","Creekside 3rd Stop","08:48:51","08:49:21","30","0","0","0","0"
"2026-01-16","21-168","08:30:00-27120","South Quad/Fine Arts","South Quad Parking Deck SQ","08:48:54","08:49:33","39","0","0","0","0"
"2026-01-16","21-140","08:40:00-31","Magnolia","Biggin Hall & Ramsay Hall (From Campus)","08:48:56","08:50:17","81","0","1","0","0"
"2026-01-16","21-155","08:45:00-27070","West Campus","Beech St & West Thach Ave","08:49:00","08:49:44","44","0","0","0","0"
"2026-01-16","21-134","08:40:00-27043","North Dean -AM  (before 11 am)","Gentry Dr & Drew Ln","08:49:05","08:49:34","29","0","0","0","0"
"2026-01-16","21-133","08:40:00-6","West Glenn","Dwell Logan Square Apartments 2nd Stop","08:49:06","08:49:34","28","2","0","0","0"
"2026-01-16","21-151","08:35:00-27050","Park & Ride","Extension Loop","08:49:07","08:49:34","27","0","0","0","0"
"2026-01-16","21-159","08:55:00-27071","Webster Road","Student Center Greenspace Pavilion","08:49:14","08:57:32","498","0","0","0","0"
"2026-01-16","21-101","08:40:00-27044","North Donahue","Village North (From Campus)","08:49:28","08:49:46","18","0","0","0","0"
